,Unnamed: 0,raw_row_number,date,time,location,lat,lng,precinct,reporting_area,zone,subject_age,subject_race,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_stop,vehicle_registration_state,notes,raw_verbal_warning_issued,raw_written_warning_issued,raw_traffic_citation_issued,raw_misd_state_citation_issued,raw_suspect_ethnicity,raw_driver_searched,raw_passenger_searched,raw_search_consent,raw_search_arrest,raw_search_warrant,raw_search_inventory,raw_search_plain_view,geometry,source,DAY_WEEK,CITY,RAIL,MAN_COLL,WEATHER1,HARM_EV,MINUTE,WEATHER2,HOSP_HR,WEATHER,PEDS,ARR_HOUR,STATE,CF2,TWAY_ID,TWAY_ID2,PERSONS,CF3,WRK_ZONE,FATALS,NOT_MIN,ROUTE,DRUNK_DR,REL_ROAD,SCH_BUS,COUNTY,YEAR,MONTH,ST_CASE,CF1,NOT_HOUR,HOUR,MILEPT,LGT_COND,VE_TOTAL,SP_JUR,HOSP_MN,VE_FORMS,NHS,ARR_MIN,DAY,cluster_label
346,346,,,,,36.07743056,-86.74051111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,32.0,35.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,SR-255 HARDING PL,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,4.0,0.0,37.0,2014.0,11.0,470891.0,0.0,99.0,20.0,19.0,2.0,1.0,0.0,99.0,1.0,1.0,99.0,24.0,0
347,347,,,,,36.1374,-86.72743889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,1.0,24.0,4.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-24,,1.0,0.0,0.0,1.0,99.0,1.0,1.0,4.0,0.0,37.0,2014.0,11.0,470898.0,0.0,99.0,4.0,164.0,6.0,1.0,0.0,88.0,1.0,1.0,99.0,16.0,0
348,348,,,,,36.15486944,-86.78856944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,1.0,1.0,12.0,44.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-40,,2.0,0.0,1.0,1.0,99.0,1.0,0.0,1.0,0.0,37.0,2014.0,10.0,470903.0,23.0,99.0,17.0,177.0,1.0,2.0,0.0,88.0,2.0,1.0,99.0,24.0,1
349,349,,,,,36.15196667,-86.84858333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,6.0,1.0,12.0,20.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-70 SR-24 CHARLOTTE AVE,51ST AVE N,2.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2014.0,9.0,470904.0,0.0,99.0,13.0,87.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,5.0,1
350,350,,,,,36.07253889,-86.72415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,0.0,1.0,8.0,34.0,0.0,99.0,1.0,1.0,99.0,47.0,0.0,US-31A/41A SR-11 NOLENSVILLE P,,1.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2014.0,12.0,470908.0,0.0,99.0,18.0,65.0,3.0,1.0,0.0,99.0,1.0,1.0,99.0,26.0,0
351,351,,,,,36.24331111,-86.78516111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,0.0,10.0,57.0,8.0,0.0,99.0,10.0,0.0,99.0,47.0,0.0,I-24,,3.0,0.0,0.0,2.0,99.0,1.0,0.0,3.0,0.0,37.0,2014.0,12.0,470909.0,0.0,99.0,5.0,109.0,3.0,3.0,0.0,99.0,3.0,1.0,99.0,2.0,2
352,352,,,,,36.23108889,-86.62805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,8.0,1.0,12.0,43.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,STATION FOUR LN,,1.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2014.0,12.0,470914.0,0.0,99.0,17.0,2.0,3.0,3.0,0.0,99.0,2.0,0.0,99.0,11.0,4
353,353,,,,,36.17573056,-86.75781111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,2.0,8.0,12.0,0.0,99.0,2.0,1.0,99.0,47.0,0.0,MAIN ST,,4.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2015.0,1.0,470023.0,0.0,99.0,17.0,5.0,3.0,1.0,0.0,99.0,1.0,0.0,99.0,3.0,1
354,354,,,,,36.15136111,-86.76983889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,8.0,49.0,0.0,99.0,1.0,1.0,99.0,47.0,0.0,US-31A/41 SR-1 LAFAYETTE ST,,3.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2015.0,1.0,470054.0,0.0,99.0,20.0,185.0,2.0,1.0,0.0,99.0,1.0,1.0,99.0,19.0,1
355,355,,,,,36.20463056,-86.79775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,0.0,1.0,30.0,44.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,YOUNGS LN,,2.0,0.0,0.0,1.0,99.0,6.0,1.0,4.0,0.0,37.0,2015.0,1.0,470065.0,0.0,99.0,4.0,7.0,3.0,1.0,0.0,99.0,1.0,0.0,99.0,1.0,1
356,356,,,,,36.24651111,-86.74438889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,2.0,1.0,12.0,54.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-65,,3.0,0.0,0.0,1.0,99.0,1.0,1.0,1.0,0.0,37.0,2015.0,1.0,470066.0,0.0,99.0,23.0,153.0,3.0,2.0,0.0,99.0,2.0,1.0,99.0,10.0,2
357,357,,,,,36.14401111,-86.74793889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,0.0,1.0,8.0,43.0,0.0,99.0,1.0,1.0,99.0,47.0,0.0,US-41/70S SR-1 MURFREESBORO RD,,2.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2015.0,2.0,470079.0,0.0,99.0,18.0,198.0,3.0,1.0,0.0,99.0,1.0,1.0,99.0,5.0,1
358,358,,,,,36.14421111,-86.6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,7.0,1.0,12.0,36.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-40 RAMP,,2.0,0.0,0.0,1.0,99.0,1.0,0.0,1.0,0.0,37.0,2015.0,1.0,470098.0,0.0,99.0,15.0,232.0,1.0,2.0,0.0,88.0,2.0,1.0,99.0,19.0,0
359,359,,,,,36.17513056,-86.78426111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,1.0,1.0,12.0,18.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,JEFFERSON ST,3RD AVE N,8.0,0.0,0.0,2.0,99.0,6.0,0.0,1.0,0.0,37.0,2015.0,1.0,470104.0,0.0,99.0,11.0,8.0,1.0,4.0,0.0,99.0,4.0,0.0,99.0,22.0,1
360,360,,,,,36.0212,-86.73736111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,6.0,10.0,12.0,47.0,0.0,99.0,10.0,0.0,99.0,47.0,0.0,MT PISGAH RD,RAVENS GLEN,8.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2015.0,2.0,470119.0,0.0,99.0,15.0,3.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,14.0,0
361,361,,,,,36.18536944,-86.86321111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,6.0,1.0,12.0,6.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,SR-155 BRILEY PKWY,,4.0,0.0,0.0,1.0,99.0,3.0,1.0,1.0,0.0,37.0,2015.0,3.0,470171.0,0.0,99.0,18.0,248.0,5.0,3.0,0.0,99.0,3.0,1.0,99.0,8.0,1
362,362,,,,,36.29163889,-86.81005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,1.0,1.0,12.0,10.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-24,,7.0,0.0,0.0,1.0,99.0,1.0,1.0,1.0,0.0,37.0,2015.0,3.0,470177.0,14.0,99.0,18.0,74.0,1.0,3.0,0.0,88.0,3.0,1.0,99.0,15.0,2
363,363,,,,,36.28356944,-86.86116944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,0.0,1.0,42.0,99.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,OLD HICKORY BLVD,,1.0,0.0,0.0,1.0,99.0,6.0,1.0,4.0,0.0,37.0,2015.0,3.0,470179.0,0.0,99.0,99.0,67.0,9.0,1.0,0.0,88.0,1.0,0.0,99.0,24.0,1
364,364,,,,,36.15778056,-86.80071944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,2.0,1.0,12.0,58.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-70 SR-24 CHARLOTTE PK,,2.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2015.0,4.0,470231.0,0.0,99.0,5.0,114.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,22.0,1
365,365,,,,,36.17983889,-86.79853889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,1.0,8.0,3.0,0.0,88.0,1.0,1.0,99.0,47.0,0.0,GARFIELD ST,DELTA AVE,1.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2015.0,3.0,470239.0,0.0,99.0,20.0,1.0,3.0,1.0,0.0,88.0,1.0,0.0,99.0,28.0,1
366,366,,,,,36.16445,-86.61501111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,1.0,1.0,12.0,4.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-40,,7.0,0.0,0.0,2.0,99.0,1.0,0.0,1.0,0.0,37.0,2015.0,3.0,470244.0,0.0,99.0,6.0,285.0,6.0,3.0,0.0,99.0,3.0,1.0,99.0,25.0,4
367,367,,,,,36.11541111,-86.91741111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,2.0,1.0,12.0,12.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-40,,3.0,0.0,0.0,2.0,99.0,1.0,2.0,1.0,0.0,37.0,2015.0,5.0,470273.0,0.0,99.0,2.0,82.0,3.0,3.0,0.0,99.0,3.0,1.0,99.0,16.0,3
368,368,,,,,36.18641944,-86.86256944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,2.0,24.0,43.0,0.0,88.0,2.0,0.0,99.0,47.0,0.0,SR-155 BRILEY PKWY,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,4.0,0.0,37.0,2015.0,5.0,470326.0,0.0,99.0,23.0,247.0,2.0,1.0,0.0,88.0,1.0,1.0,99.0,31.0,1
369,369,,,,,36.12735,-86.90171944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,1.0,35.0,47.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-40,,3.0,0.0,0.0,2.0,99.0,1.0,0.0,4.0,0.0,37.0,2015.0,5.0,470341.0,0.0,99.0,13.0,94.0,1.0,1.0,0.0,99.0,1.0,1.0,99.0,24.0,3
370,370,,,,,36.1958,-86.61933056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,2.0,1.0,12.0,40.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,SR-45 OLD HICKORY BLVD,,2.0,0.0,0.0,1.0,99.0,3.0,1.0,1.0,0.0,37.0,2015.0,6.0,470343.0,0.0,99.0,0.0,159.0,3.0,2.0,0.0,99.0,2.0,1.0,99.0,4.0,4
371,371,,,,,36.14356111,-86.79488889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,1.0,33.0,33.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,EDGEHILL AVE,,1.0,0.0,0.0,1.0,99.0,6.0,0.0,4.0,0.0,37.0,2015.0,6.0,470363.0,0.0,99.0,14.0,3.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,20.0,1
372,372,,,,,36.17281111,-86.94586111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,6.0,10.0,12.0,51.0,0.0,99.0,10.0,0.0,99.0,47.0,0.0,SR-251 RIVER ROAD PK,,3.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2015.0,5.0,470376.0,0.0,99.0,22.0,32.0,2.0,2.0,0.0,99.0,2.0,0.0,99.0,20.0,3
373,373,,,,,36.19001111,-86.61203056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,1.0,99.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,OLD LEBANON DIRT RD,,1.0,0.0,0.0,1.0,99.0,6.0,1.0,1.0,0.0,37.0,2015.0,6.0,470390.0,0.0,99.0,99.0,4.0,2.0,1.0,0.0,88.0,1.0,0.0,99.0,15.0,4
374,374,,,,,36.24761111,-86.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,6.0,1.0,12.0,36.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-41A SR-112 CLARKSVILLE PK,DRY FORK RD,2.0,0.0,0.0,1.0,99.0,2.0,1.0,1.0,0.0,37.0,2015.0,6.0,470425.0,0.0,99.0,14.0,37.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,28.0,1
375,375,,,,,36.03993889,-86.78228889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,6.0,1.0,12.0,12.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-65 RAMP,,2.0,0.0,0.0,1.0,99.0,1.0,0.0,1.0,0.0,37.0,2015.0,5.0,470437.0,0.0,99.0,21.0,3.0,3.0,2.0,0.0,99.0,2.0,1.0,99.0,30.0,0
376,376,,,,,36.20626944,-86.77435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,0.0,1.0,8.0,12.0,0.0,99.0,1.0,1.0,99.0,47.0,0.0,US-431 SR-65 W TRINITY LN,,1.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2015.0,7.0,470441.0,0.0,99.0,23.0,3.0,3.0,1.0,0.0,99.0,1.0,0.0,99.0,17.0,1
377,377,,,,,36.16153056,-86.83633056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,6.0,1.0,12.0,39.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,40TH AVE N,ALBION ST,3.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2015.0,5.0,470485.0,0.0,99.0,17.0,7.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,2.0,1
378,378,,,,,36.16163889,-86.77988889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,0.0,1.0,19.0,7.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,COMMERCE ST,,2.0,0.0,0.0,1.0,99.0,6.0,0.0,4.0,0.0,37.0,2015.0,7.0,470486.0,0.0,99.0,23.0,2.0,3.0,1.0,0.0,88.0,1.0,0.0,99.0,14.0,1
379,379,,,,,36.11018056,-86.73638056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,2.0,1.0,12.0,42.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,SR-155 THOMPSON LN,,3.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2015.0,8.0,470500.0,0.0,99.0,18.0,21.0,1.0,2.0,0.0,99.0,2.0,1.0,99.0,3.0,0
380,380,,,,,36.05608056,-86.71558056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,32.0,53.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-31A/41A SR-11 NOLENSVILLE P,,1.0,0.0,0.0,1.0,99.0,2.0,0.0,4.0,0.0,37.0,2015.0,8.0,470503.0,0.0,99.0,4.0,52.0,3.0,1.0,0.0,99.0,1.0,1.0,99.0,10.0,0
381,381,,,,,36.16978889,-86.74696111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,0.0,1.0,1.0,28.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,S 14TH ST,,1.0,0.0,0.0,1.0,99.0,6.0,1.0,1.0,0.0,37.0,2015.0,8.0,470526.0,0.0,99.0,22.0,21.0,3.0,2.0,0.0,99.0,2.0,0.0,99.0,3.0,1
382,382,,,,,36.21801111,-86.62391111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,6.0,1.0,12.0,30.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,SR-45 OLD HICKORY BLVD,,3.0,0.0,0.0,1.0,99.0,3.0,0.0,1.0,0.0,37.0,2015.0,8.0,470529.0,0.0,99.0,13.0,143.0,1.0,2.0,0.0,99.0,2.0,1.0,99.0,5.0,4
383,383,,,,,36.17258889,-86.79971944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,0.0,1.0,1.0,25.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-40,,1.0,0.0,0.0,1.0,99.0,1.0,1.0,4.0,0.0,37.0,2015.0,8.0,470554.0,0.0,99.0,3.0,162.0,3.0,1.0,0.0,88.0,1.0,1.0,99.0,14.0,1
384,384,,,,,36.10326944,-86.62751944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,1.0,8.0,99.0,0.0,88.0,1.0,1.0,99.0,47.0,0.0,BELL RD,,1.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2015.0,8.0,470555.0,0.0,99.0,99.0,24.0,2.0,1.0,0.0,88.0,1.0,0.0,99.0,15.0,4
385,385,,,,,36.03621111,-86.64468889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,5.0,1760.0,0000000,0.0,1.0,5.0,46.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-24,,1.0,0.0,0.0,1.0,99.0,1.0,0.0,1.0,0.0,37.0,2015.0,8.0,470573.0,0.0,99.0,21.0,251.0,2.0,1.0,0.0,99.0,1.0,1.0,99.0,20.0,0
386,386,,,,,36.12961944,-86.71486944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,1.0,8.0,53.0,0.0,99.0,1.0,1.0,99.0,47.0,0.0,US-41/70S SR-1 MURFREESBORO RD,,1.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2015.0,9.0,470585.0,0.0,99.0,17.0,219.0,1.0,1.0,0.0,99.0,1.0,1.0,99.0,6.0,0
387,387,,,,,36.11981944,-86.76601111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,6.0,10.0,12.0,0.0,0.0,99.0,10.0,0.0,99.0,47.0,0.0,I-440 FOUR-FORTY PKWY,,9.0,0.0,0.0,1.0,99.0,1.0,1.0,1.0,0.0,37.0,2015.0,8.0,470594.0,14.0,99.0,16.0,55.0,1.0,3.0,0.0,99.0,3.0,1.0,99.0,19.0,1
388,388,,,,,36.02738889,-87.01106944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,1.0,32.0,53.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,SR-100,,1.0,0.0,0.0,1.0,99.0,3.0,0.0,4.0,0.0,37.0,2015.0,8.0,470602.0,0.0,99.0,13.0,23.0,1.0,1.0,0.0,99.0,1.0,0.0,99.0,2.0,3
389,389,,,,,36.06666944,-86.71793889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,6.0,1760.0,0000000,6.0,1.0,12.0,29.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,US-31A/41A SR-11 NOLENSVILLE P,NORTHCREST DR,2.0,0.0,0.0,1.0,99.0,2.0,0.0,1.0,0.0,37.0,2015.0,8.0,470635.0,0.0,99.0,20.0,60.0,3.0,2.0,0.0,99.0,2.0,1.0,99.0,28.0,0
390,390,,,,,36.15003889,-86.67593056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,0.0,10.0,33.0,99.0,0.0,99.0,10.0,0.0,99.0,47.0,0.0,ROYAL PKWY,,1.0,0.0,0.0,1.0,99.0,6.0,0.0,4.0,0.0,37.0,2015.0,9.0,470648.0,0.0,99.0,99.0,17.0,3.0,1.0,0.0,99.0,1.0,0.0,99.0,30.0,4
391,391,,,,,36.24526111,-86.9019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,0.0,2.0,30.0,17.0,0.0,88.0,2.0,0.0,99.0,47.0,0.0,OLD HICKORY BLVD,,1.0,0.0,0.0,1.0,99.0,6.0,0.0,4.0,0.0,37.0,2015.0,9.0,470656.0,0.0,99.0,8.0,26.0,1.0,1.0,0.0,88.0,1.0,0.0,99.0,29.0,3
392,392,,,,,36.15725,-86.75195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,6.0,1.0,12.0,0.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,VISCO DR,,2.0,0.0,0.0,1.0,99.0,6.0,1.0,1.0,0.0,37.0,2015.0,10.0,470676.0,0.0,99.0,6.0,13.0,2.0,2.0,0.0,99.0,2.0,0.0,99.0,5.0,1
393,393,,,,,36.1533,-86.77218056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,0.0,1.0,1.0,26.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,4TH AVE S,ELM ST,2.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2015.0,10.0,470706.0,0.0,99.0,15.0,6.0,1.0,2.0,0.0,99.0,2.0,1.0,99.0,6.0,1
394,394,,,,,36.13451944,-86.6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,0.0,1.0,24.0,36.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,SR-255 DONELSON PK,,1.0,0.0,0.0,1.0,99.0,3.0,1.0,4.0,0.0,37.0,2015.0,10.0,470707.0,0.0,99.0,1.0,87.0,3.0,1.0,0.0,88.0,1.0,1.0,99.0,7.0,4
395,395,,,,,36.1747,-86.77096944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,4.0,1760.0,0000000,0.0,1.0,59.0,30.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-24 RAMP,,1.0,0.0,0.0,1.0,99.0,1.0,1.0,8.0,0.0,37.0,2015.0,10.0,470708.0,0.0,99.0,3.0,144.0,3.0,1.0,0.0,99.0,1.0,1.0,99.0,7.0,1
396,396,,,,,36.14896111,-86.70333889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,2.0,1760.0,0000000,6.0,1.0,12.0,58.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,APPLETON DR,ELM HILL PK,5.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2015.0,8.0,470713.0,0.0,99.0,6.0,45.0,1.0,3.0,0.0,99.0,3.0,0.0,99.0,31.0,0
397,397,,,,,36.04516944,-86.7797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,0.0,1.0,24.0,50.0,0.0,88.0,1.0,0.0,99.0,47.0,0.0,I-65,,1.0,0.0,0.0,1.0,99.0,1.0,1.0,4.0,0.0,37.0,2015.0,10.0,470714.0,0.0,99.0,17.0,7.0,2.0,1.0,0.0,88.0,1.0,1.0,99.0,10.0,0
398,398,,,,,36.17585,-86.80431111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,7.0,1760.0,0000000,6.0,1.0,12.0,40.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,COCKRILL ST,14TH AVE,5.0,0.0,0.0,1.0,99.0,6.0,0.0,1.0,0.0,37.0,2015.0,10.0,470718.0,0.0,99.0,12.0,13.0,1.0,2.0,0.0,99.0,2.0,0.0,99.0,10.0,1
399,399,,,,,36.12651944,-86.72833056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,1.0,1760.0,0000000,0.0,1.0,1.0,35.0,0.0,99.0,1.0,0.0,99.0,47.0,0.0,I-24,,4.0,0.0,0.0,1.0,99.0,1.0,1.0,1.0,0.0,37.0,2015.0,10.0,470728.0,0.0,99.0,3.0,172.0,2.0,1.0,0.0,99.0,1.0,1.0,99.0,11.0,0
400,400,,,,,36.06251944,-86.93341944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,0.0,10.0,52.0,21.0,0.0,88.0,10.0,0.0,99.0,47.0,0.0,BELLEVUE RD,,1.0,0.0,0.0,1.0,99.0,6.0,1.0,4.0,0.0,37.0,2015.0,11.0,470793.0,0.0,99.0,1.0,6.0,2.0,1.0,0.0,88.0,1.0,0.0,99.0,17.0,3
401,401,,,,,36.37710278,-86.893675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crash,3.0,1760.0,0000000,6.0,10.0,12.0,36.0,0.0,88.0,10.0,0.0,99.0,47.0,0.0,US-431 SR-65 WHITES CREEK PK,COOPERTOWN RD,2.0,0.0,0.0,1.0,99.0,2.0,1.0,1.0,0.0,37.0,2015.0,9.0,470809.0,0.0,99.0,14.0,147.0,1.0,2.0,0.0,88.0,2.0,0.0,99.0,29.0,2
